utc_timestamp,cet_cest_timestamp,DE_price_day_ahead,DE_solar_generation_actual,DE_wind_onshore_generation_actual,FR_solar_generation_actual,FR_wind_onshore_generation_actual,FR_price_day_ahead,SE_price_day_ahead,SE_wind_generation_actual,DE_generation,FR_generation,SE_generation
2016-01-01T22:00:00Z,2016-01-01T23:00:00+0100,24.57,0,5507,-1,6028,24.57,16.25,1996.481568,45345.90816,57202,16024
2016-01-01T23:00:00Z,2016-01-02T00:00:00+0100,22.2,0,5805,-1,5818,22.2,16.47,2003.08292,42098.76531,52647,15515
2016-01-02T00:00:00Z,2016-01-02T01:00:00+0100,16.57,0,6602,-1,5439,16.57,15.89,2041.472757,39919.22449,51427,15221
2016-01-02T01:00:00Z,2016-01-02T02:00:00+0100,15.35,0,8205,-1,5250,15.35,15.03,2144.321315,39052.47959,48938,15123
2016-01-02T02:00:00Z,2016-01-02T03:00:00+0100,12.77,0,9221,-1,5253,12.77,13.19,2220.664667,38739.7449,46883,15183
2016-01-02T03:00:00Z,2016-01-02T04:00:00+0100,11.27,0,10670,-1,5214,11.27,12.69,2256.41604,39598.60204,46476,15428
2016-01-02T04:00:00Z,2016-01-02T05:00:00+0100,11.91,0,11830,-1,5234,11.91,12.94,2333.080548,40331.91837,47680,15809
2016-01-02T05:00:00Z,2016-01-02T06:00:00+0100,12.62,0,12668,-1,5052,12.62,13.59,2502.302399,41294.80612,49372,16252
2016-01-02T06:00:00Z,2016-01-02T07:00:00+0100,13.83,0,13263,-1,4988,14.17,14.25,2595.612548,44350.47959,51483,16870
2016-01-02T07:00:00Z,2016-01-02T08:00:00+0100,16.12,106,13783,-1,5112,17.73,15.7,2613.210289,48212.18367,52928,17573
2016-01-02T08:00:00Z,2016-01-02T09:00:00+0100,18.12,593,14533,58,5273,20.29,15.72,2593.33022,51935.5102,55674,18274
2016-01-02T09:00:00Z,2016-01-02T10:00:00+0100,19.59,1341,15116,328,5640,24.3,15.97,2594.493707,54478.45918,57168,18986
2016-01-02T10:00:00Z,2016-01-02T11:00:00+0100,21.07,1866,15498,707,5875,25.05,16.14,2532.836877,56501.09184,58875,19321
2016-01-02T11:00:00Z,2016-01-02T12:00:00+0100,22.54,2043,15564,1022,6292,29.31,15.87,2447.513577,57063.73469,61141,19547
2016-01-02T12:00:00Z,2016-01-02T13:00:00+0100,19.79,1869,15638,1160,6602,26.31,15.98,2346.087936,56327.46939,58620,19605
2016-01-02T13:00:00Z,2016-01-02T14:00:00+0100,16.9,1178,15779,1115,6762,22.63,16.12,2321.380888,55667.71429,56540,19696
2016-01-02T14:00:00Z,2016-01-02T15:00:00+0100,16.97,382,15984,802,6696,19.61,16.57,2263.495888,55815.93878,55574,20197
2016-01-02T15:00:00Z,2016-01-02T16:00:00+0100,19.25,28,16444,366,6658,20.65,17.29,2277.807137,57845.68367,56023,20792
2016-01-02T16:00:00Z,2016-01-02T17:00:00+0100,28.01,0,17182,42,6642,34.21,17.52,2315.058802,60827.86735,60898,20961
2016-01-02T17:00:00Z,2016-01-02T18:00:00+0100,28.36,0,17489,-1,6595,42.23,17.37,2319.95418,60998.10204,63314,20775
2016-01-02T18:00:00Z,2016-01-02T19:00:00+0100,26.56,0,17382,-1,6587,37.36,16.95,2260.122805,59371.78571,62377,20289
2016-01-02T19:00:00Z,2016-01-02T20:00:00+0100,17.38,0,16963,-1,6634,32.84,16.56,2209.415231,55839.33673,59601,19688
2016-01-02T20:00:00Z,2016-01-02T21:00:00+0100,15.83,0,16478,-1,6471,26.15,15.83,2213.708887,53629.97959,57257,19046
2016-01-02T21:00:00Z,2016-01-02T22:00:00+0100,16.97,0,15742,-1,6262,30.62,15.82,2132.856902,52850.88776,60867,18489
2016-01-02T22:00:00Z,2016-01-02T23:00:00+0100,15.31,0,16051,-1,6048,36.19,15.31,2043.980338,49855.68367,60185,17921
2016-01-02T23:00:00Z,2016-01-03T00:00:00+0100,6.99,0,16212,-1,5740,19.65,15.99,2007.737761,46530.46939,55782,17463
2016-01-03T00:00:00Z,2016-01-03T01:00:00+0100,-0.01,0,15900,-1,5286,18.91,15.87,1847.16573,43946.21429,54331,17097
2016-01-03T01:00:00Z,2016-01-03T02:00:00+0100,0.23,0,15919,-1,4866,14.64,15.76,1736.003346,42712.43878,51453,16929
2016-01-03T02:00:00Z,2016-01-03T03:00:00+0100,4.51,0,15755,-1,4336,10.12,15.59,1696.002806,42159.71429,48831,16849
2016-01-03T03:00:00Z,2016-01-03T04:00:00+0100,4.12,0,15599,-1,4011,7.14,15.69,1646.045697,42020.69388,47895,16990
2016-01-03T04:00:00Z,2016-01-03T05:00:00+0100,6.76,0,15630,-1,3790,9.41,15.83,1562.506308,41658.68367,48627,17151
2016-01-03T05:00:00Z,2016-01-03T06:00:00+0100,0.75,0,15756,-1,3635,4.14,14.98,1442.119882,41151.64286,49758,17524
2016-01-03T06:00:00Z,2016-01-03T07:00:00+0100,4.27,0,15521,-1,3985,7.08,15.53,1328.988039,42874.34694,51318,17904
2016-01-03T07:00:00Z,2016-01-03T08:00:00+0100,9.11,66,15075,1,4628,11.4,15.79,1257.102456,45530.60204,52535,18437
2016-01-03T08:00:00Z,2016-01-03T09:00:00+0100,15.92,638,14537,169,4915,17.64,16.36,1207.775507,48818.71429,55401,18923
2016-01-03T09:00:00Z,2016-01-03T10:00:00+0100,17.06,1648,14026,514,5162,19.99,17.15,1199.076552,51845.15306,57771,19574
2016-01-03T10:00:00Z,2016-01-03T11:00:00+0100,19.28,2621,12984,694,5494,22.11,17.94,1227.039764,54879.57143,60120,19901
2016-01-03T11:00:00Z,2016-01-03T12:00:00+0100,20.25,3051,11910,827,5770,22.68,17.94,1301.901508,55217.58163,62516,20024
2016-01-03T12:00:00Z,2016-01-03T13:00:00+0100,17.66,2909,11691,734,6074,22,17.66,1263.322741,53708.73469,59347,20023
2016-01-03T13:00:00Z,2016-01-03T14:00:00+0100,18.49,1880,11726,546,6242,19.89,17.66,1179.268482,52537.27551,57493,20265
2016-01-03T14:00:00Z,2016-01-03T15:00:00+0100,16.51,658,12354,339,6294,17.75,17.6,1199.659974,52437.29592,56823,20883
2016-01-03T15:00:00Z,2016-01-03T16:00:00+0100,18.76,48,12815,140,6267,18.76,18.61,1227.770574,54550.97959,57344,21666
2016-01-03T16:00:00Z,2016-01-03T17:00:00+0100,22.21,0,13712,8,6343,22.21,19.11,1296.775191,58592.16327,61971,21916
2016-01-03T17:00:00Z,2016-01-03T18:00:00+0100,26.76,0,14759,-2,6375,26.76,18.86,1288.182769,59356.59184,65217,21730
2016-01-03T18:00:00Z,2016-01-03T19:00:00+0100,27.08,0,15129,-1,6552,27.23,18.51,1329.285717,58056.65306,64247,21316
2016-01-03T19:00:00Z,2016-01-03T20:00:00+0100,25.33,0,15213,-1,6198,25.33,18.08,1364.598215,55584.69388,61455,20804
2016-01-03T20:00:00Z,2016-01-03T21:00:00+0100,22.11,0,15048,-1,5756,22.11,17.72,1400.907655,54080.15306,58490,20108
2016-01-03T21:00:00Z,2016-01-03T22:00:00+0100,20.91,0,14394,-1,5331,22.57,17.03,1476.409212,53593.95918,61411,19366
2016-01-03T22:00:00Z,2016-01-03T23:00:00+0100,14.43,0,14165,-1,4976,21.01,15.74,1517.032429,50373.64286,60371,18674
2016-01-03T23:00:00Z,2016-01-04T00:00:00+0100,13.78,0,13822,-1,4951,13.78,15.96,1503.175226,47660.40816,56248,18186
2016-01-04T00:00:00Z,2016-01-04T01:00:00+0100,12.77,0,13092,-1,4990,13.44,15.81,1489.960164,45842.97959,55231,17892
2016-01-04T01:00:00Z,2016-01-04T02:00:00+0100,10.56,0,12444,-1,5090,11.46,15.56,1598.729589,44847.14286,52892,17858
2016-01-04T02:00:00Z,2016-01-04T03:00:00+0100,3.87,0,11812,-1,5132,5.55,15.57,1709.381727,44791.76531,50861,17931
2016-01-04T03:00:00Z,2016-01-04T04:00:00+0100,3.2,0,11018,-1,5284,5,15.92,1713.403927,46162.22449,51367,18256
2016-01-04T04:00:00Z,2016-01-04T05:00:00+0100,8.67,0,10563,-1,5376,10.05,16.76,1817.573461,49196.23469,55512,19004
2016-01-04T05:00:00Z,2016-01-04T06:00:00+0100,18.01,0,10655,-1,5393,19.11,18.01,1869.070468,55678.58163,62998,20635
2016-01-04T06:00:00Z,2016-01-04T07:00:00+0100,28.52,0,10438,-1,5358,31.44,19.54,1871.570861,62184.7449,68483,22189
2016-01-04T07:00:00Z,2016-01-04T08:00:00+0100,34.74,71,10208,-1,5424,36.31,20.49,1831.13084,66071.2449,68956,22904
2016-01-04T08:00:00Z,2016-01-04T09:00:00+0100,33.46,533,9548,88,5478,33.46,20.49,1823.517948,67733.54082,69498,23195
2016-01-04T09:00:00Z,2016-01-04T10:00:00+0100,33.24,1350,8798,459,5500,33.24,20.47,1916.860511,69057.4898,69276,23426
2016-01-04T10:00:00Z,2016-01-04T11:00:00+0100,35.09,1998,7915,951,5384,35.09,20.14,2027.464559,70400.67347,69946,23321
2016-01-04T11:00:00Z,2016-01-04T12:00:00+0100,35,2231,7512,1178,5327,35,19.85,2148.34439,70787.17347,69868,23088
2016-01-04T12:00:00Z,2016-01-04T13:00:00+0100,35,2005,7107,1118,5168,35,19.83,2128.940942,69925.03061,68161,22997
2016-01-04T13:00:00Z,2016-01-04T14:00:00+0100,34.94,1298,7080,936,4826,34.94,19.88,2142.00366,68783.21429,66335,23174
2016-01-04T14:00:00Z,2016-01-04T15:00:00+0100,34.92,536,7334,549,4360,34.92,20.09,2247.949251,68312.39796,65681,23655
2016-01-04T15:00:00Z,2016-01-04T16:00:00+0100,38,58,7623,213,3999,38,21.47,2340.633677,69459.94898,66338,24074
2016-01-04T16:00:00Z,2016-01-04T17:00:00+0100,41.21,0,8240,11,3942,41.21,24.62,2412.629354,72645.72449,71517,23974
2016-01-04T17:00:00Z,2016-01-04T18:00:00+0100,42.95,0,8422,-1,4178,42.95,20.54,2316.502602,72536.02041,74540,23504
2016-01-04T18:00:00Z,2016-01-04T19:00:00+0100,41.96,0,8179,-1,4640,41.96,19.77,2220.260675,70630.87755,71766,23014
2016-01-04T19:00:00Z,2016-01-04T20:00:00+0100,34.94,0,8003,-1,4824,34.94,19.05,2014.472885,66625.28571,67384,22350
2016-01-04T20:00:00Z,2016-01-04T21:00:00+0100,30.66,0,7597,-1,4788,30.66,18.5,1853.283328,63376.07143,63646,21539
2016-01-04T21:00:00Z,2016-01-04T22:00:00+0100,30,0,7289,-1,4862,30,17.71,1759.576065,60919.08163,66116,20582
2016-01-04T22:00:00Z,2016-01-04T23:00:00+0100,23.9,0,6989,-1,4670,23.9,17.03,1744.298685,56657.69388,64721,19595
2016-01-04T23:00:00Z,2016-01-05T00:00:00+0100,25.03,0,6842,-1,4666,25.03,17.68,1701.14461,53388.05102,60256,18836
2016-01-05T00:00:00Z,2016-01-05T01:00:00+0100,24.42,0,6626,-1,4784,24.42,17.33,1607.603754,51054.92857,58944,18554
2016-01-05T01:00:00Z,2016-01-05T02:00:00+0100,22.34,0,6519,-1,4948,22.34,17.24,1557.521629,50021.15306,56819,18442
2016-01-05T02:00:00Z,2016-01-05T03:00:00+0100,21.5,0,6503,-1,4970,21.5,17.32,1548.684545,50028.70408,54887,18448
2016-01-05T03:00:00Z,2016-01-05T04:00:00+0100,20,0,6568,-1,5201,20,17.66,1525.285503,50988.79592,55444,18694
2016-01-05T04:00:00Z,2016-01-05T05:00:00+0100,23.53,0,6689,-1,5302,23.53,17.92,1486.160246,54033.02041,59258,19411
2016-01-05T05:00:00Z,2016-01-05T06:00:00+0100,28.96,0,6686,-1,5211,28.96,18.8,1561.230319,59663.29592,66675,20850
2016-01-05T06:00:00Z,2016-01-05T07:00:00+0100,38.32,0,6639,-1,5132,38.32,20.51,1590.381234,65821.7551,72155,22347
2016-01-05T07:00:00Z,2016-01-05T08:00:00+0100,41.45,75,6563,0,5058,41.45,22.58,1551.399998,68857.89796,72221,22981
2016-01-05T08:00:00Z,2016-01-05T09:00:00+0100,40.72,603,6435,165,5015,40.72,23.13,1518.075596,69827.73469,72058,23216
2016-01-05T09:00:00Z,2016-01-05T10:00:00+0100,40.66,1670,6203,659,5016,40.66,23.21,1398.180266,71118.22449,71732,23408
2016-01-05T10:00:00Z,2016-01-05T11:00:00+0100,40.33,2497,5836,1032,5084,40.33,21.91,1323.079568,72191.32653,72313,23434
2016-01-05T11:00:00Z,2016-01-05T12:00:00+0100,38.25,2936,5566,1254,5114,38.25,21.29,1327.292326,72053.15306,71916,23225
2016-01-05T12:00:00Z,2016-01-05T13:00:00+0100,36.98,2423,5380,1151,5155,36.98,20.98,1281.631982,71093.22449,70591,23120
2016-01-05T13:00:00Z,2016-01-05T14:00:00+0100,34.91,1610,5448,948,5019,34.91,21.03,1327.492008,70240.54082,69128,23241
2016-01-05T14:00:00Z,2016-01-05T15:00:00+0100,33.5,673,5547,688,4768,33.5,23.17,1400.850592,69851.65306,68434,23838
2016-01-05T15:00:00Z,2016-01-05T16:00:00+0100,35.1,62,5608,302,4385,35.1,30.98,1477.766228,70989.76531,69091,24638
2016-01-05T16:00:00Z,2016-01-05T17:00:00+0100,42.44,0,5848,27,4124,42.44,34.63,1522.645521,73765.40816,74091,24739
2016-01-05T17:00:00Z,2016-01-05T18:00:00+0100,42.94,0,6070,-1,4198,42.94,24.18,1535.884188,73219.83673,76885,24369
2016-01-05T18:00:00Z,2016-01-05T19:00:00+0100,41.74,0,5934,-1,4363,42.92,20.83,1508.853785,71241.70408,73803,23800
2016-01-05T19:00:00Z,2016-01-05T20:00:00+0100,36.47,0,5853,-1,4260,38.35,19.89,1430.653278,67181.19388,69215,23154
2016-01-05T20:00:00Z,2016-01-05T21:00:00+0100,33.01,0,5650,-1,4102,34.42,19.39,1357.743679,63725.77551,65203,22425
2016-01-05T21:00:00Z,2016-01-05T22:00:00+0100,31.75,0,5475,-1,3883,32.99,18.73,1338.040862,60925.90816,67519,21668
2016-01-05T22:00:00Z,2016-01-05T23:00:00+0100,26.99,0,5478,-1,3554,32,17.97,1359.650816,56400.14286,66202,20894
2016-01-05T23:00:00Z,2016-01-06T00:00:00+0100,26.62,0,5231,-1,3292,26.62,20.02,1376.512477,53192.13265,61358,20224
2016-01-06T00:00:00Z,2016-01-06T01:00:00+0100,25.58,0,5060,-1,3210,25.58,19.63,1364.193073,51125.14286,60183,19861
2016-01-06T01:00:00Z,2016-01-06T02:00:00+0100,24.59,0,4734,-1,3056,24.59,19.33,1285.457116,49997.21429,58076,19746
2016-01-06T02:00:00Z,2016-01-06T03:00:00+0100,22.5,0,4661,-1,2866,22.5,19.35,1297.933776,49882.41837,56190,19856
2016-01-06T03:00:00Z,2016-01-06T04:00:00+0100,23.16,0,4613,-1,2712,23.16,19.51,1332.624837,50768.20408,56331,20091
2016-01-06T04:00:00Z,2016-01-06T05:00:00+0100,24.99,0,4810,-1,2581,24.99,19.81,1319.282476,52492.46939,60128,20482
2016-01-06T05:00:00Z,2016-01-06T06:00:00+0100,26.62,0,4582,-1,2520,26.62,20.5,1258.102385,56505.46939,67154,21099
2016-01-06T06:00:00Z,2016-01-06T07:00:00+0100,28.03,0,4623,-1,2396,38.92,22.06,1156.882225,61619.4898,73024,21905
2016-01-06T07:00:00Z,2016-01-06T08:00:00+0100,29.34,127,4517,3,2426,41.96,25.19,1073.348637,64629.60204,73385,22451
2016-01-06T08:00:00Z,2016-01-06T09:00:00+0100,32.94,770,4152,140,2494,40.96,28.24,984.705012,65926.84694,73137,22757
2016-01-06T09:00:00Z,2016-01-06T10:00:00+0100,37.71,1818,3989,464,2330,39.13,34.97,900.051259,67398.88776,72866,23230
2016-01-06T10:00:00Z,2016-01-06T11:00:00+0100,40.08,2721,3697,850,2173,40.08,37.95,731.348894,68953.43878,73340,23361
2016-01-06T11:00:00Z,2016-01-06T12:00:00+0100,40.73,2820,3094,1141,2032,40.73,37.37,678.651028,68774.97959,72769,23263
2016-01-06T12:00:00Z,2016-01-06T13:00:00+0100,38.26,2326,2798,1266,1992,38.26,36.61,686.889092,67807.12245,71210,23147
2016-01-06T13:00:00Z,2016-01-06T14:00:00+0100,35.44,1463,2593,1282,1987,35.44,29.75,737.071465,66663.64286,69557,23234
2016-01-06T14:00:00Z,2016-01-06T15:00:00+0100,36.92,510,2732,1010,1980,36.92,36.04,849.46188,66248.60204,68403,23928
2016-01-06T15:00:00Z,2016-01-06T16:00:00+0100,41.28,40,2966,406,1876,41.28,41.28,999.61503,67511.52041,68907,24649
2016-01-06T16:00:00Z,2016-01-06T17:00:00+0100,44.95,0,3412,36,1980,44.95,44.95,1082.933144,70840.42857,73950,24879
2016-01-06T17:00:00Z,2016-01-06T18:00:00+0100,46.9,0,3666,-1,2158,46.9,46.46,1083.612843,70881.44898,76794,24690
2016-01-06T18:00:00Z,2016-01-06T19:00:00+0100,43.95,0,3846,-1,2441,43.95,42.89,1072.749892,69041.31633,73854,24502
2016-01-06T19:00:00Z,2016-01-06T20:00:00+0100,39.94,0,3980,-1,2604,39.94,24.87,1032.558222,65383.86735,69228,24010
2016-01-06T20:00:00Z,2016-01-06T21:00:00+0100,32.4,0,3815,-1,2837,32.4,22.06,990.82315,62443.54082,65563,23296
2016-01-06T21:00:00Z,2016-01-06T22:00:00+0100,33.51,0,3842,-1,3018,33.51,20.47,985.767521,60337.2551,67744,22493
2016-01-06T22:00:00Z,2016-01-06T23:00:00+0100,30.11,0,3725,-1,3194,30.11,19.37,986.500002,56103.41837,66770,21905
2016-01-06T23:00:00Z,2016-01-07T00:00:00+0100,26.41,0,3815,-1,3316,26.41,22.61,996.720518,53036.46939,61906,21415
2016-01-07T00:00:00Z,2016-01-07T01:00:00+0100,26.05,0,3921,-1,3226,26.05,21.75,1079.10162,50961.92857,60819,21099
2016-01-07T01:00:00Z,2016-01-07T02:00:00+0100,24.93,0,4083,-1,3562,24.93,21.5,1115.899559,49806.07143,58357,21008
2016-01-07T02:00:00Z,2016-01-07T03:00:00+0100,22.39,0,4328,-1,4464,22.39,21.52,1091.164299,49733.17347,56323,21059
2016-01-07T03:00:00Z,2016-01-07T04:00:00+0100,22.32,0,4396,-1,5248,22.32,21.83,1086.932493,51171.2449,56249,21336
2016-01-07T04:00:00Z,2016-01-07T05:00:00+0100,24.2,0,4393,-1,5854,24.2,24.2,1068.062776,54725.30612,60016,22050
2016-01-07T05:00:00Z,2016-01-07T06:00:00+0100,31,0,4890,-1,6293,31,27.07,987.146576,62086.59184,67494,23776
2016-01-07T06:00:00Z,2016-01-07T07:00:00+0100,42.47,0,5698,-1,7144,42.47,72.26,908.850426,68835.78571,72744,25419
2016-01-07T07:00:00Z,2016-01-07T08:00:00+0100,42.97,150,6462,-1,7731,42.97,99.93,856.858482,71557.94898,72886,25991
2016-01-07T08:00:00Z,2016-01-07T09:00:00+0100,41.93,1205,7764,50,7796,41.93,79.6,879.961752,71530.08163,73055,25903
2016-01-07T09:00:00Z,2016-01-07T10:00:00+0100,41.62,2839,8294,278,7502,41.62,74.91,936.531953,72089.55102,72851,25952
2016-01-07T10:00:00Z,2016-01-07T11:00:00+0100,41.5,3898,8194,656,6944,41.5,61.37,1034.98744,73381.31633,73256,25855
2016-01-07T11:00:00Z,2016-01-07T12:00:00+0100,40.66,3342,8269,906,7025,40.66,59.91,1046.450337,73376.02041,72306,25619
2016-01-07T12:00:00Z,2016-01-07T13:00:00+0100,40.33,1982,8685,1130,7406,40.33,61.85,1070.678243,73101.81633,70523,25473
2016-01-07T13:00:00Z,2016-01-07T14:00:00+0100,36.51,914,9726,959,7706,36.51,59.69,1142.328839,72518.36735,68652,25395
2016-01-07T14:00:00Z,2016-01-07T15:00:00+0100,33.49,282,11158,709,7648,33.49,65.42,1272.583469,72399.36735,67538,25769
2016-01-07T15:00:00Z,2016-01-07T16:00:00+0100,34.19,26,12417,319,7383,34.19,99.94,1394.055613,73323.96939,68136,25958
2016-01-07T16:00:00Z,2016-01-07T17:00:00+0100,40.66,0,13423,30,6850,40.66,97.59,1523.271963,75703.27551,73181,25917
2016-01-07T17:00:00Z,2016-01-07T18:00:00+0100,40.8,0,14904,-1,6250,40.8,69.93,1651.62518,75073.61224,76187,25315
2016-01-07T18:00:00Z,2016-01-07T19:00:00+0100,37.19,0,15845,-1,5582,42.1,37.19,1832.318269,72861.22449,73287,24652
2016-01-07T19:00:00Z,2016-01-07T20:00:00+0100,31.94,0,16934,-1,5090,36.5,31.94,1968.096595,68560.18367,68658,23981
2016-01-07T20:00:00Z,2016-01-07T21:00:00+0100,27.01,0,18056,-1,4678,34.5,25.87,1953.249833,65164.04082,64971,22993
2016-01-07T21:00:00Z,2016-01-07T22:00:00+0100,27.52,0,18692,-1,4267,33.49,21.55,1964.737776,62309.13265,67342,21888
2016-01-07T22:00:00Z,2016-01-07T23:00:00+0100,23.4,0,19038,-1,3962,28.76,20.26,2045.902812,57621.96939,66221,20900
2016-01-07T23:00:00Z,2016-01-08T00:00:00+0100,12.12,0,19814,-1,3405,24.36,21.06,2180.267381,53846.12245,61510,20240
2016-01-08T00:00:00Z,2016-01-08T01:00:00+0100,17.23,0,20468,-1,2902,19.33,20.16,2204.37022,51795.28571,60341,19918
2016-01-08T01:00:00Z,2016-01-08T02:00:00+0100,13.9,0,20821,-1,2559,16.1,19.78,2296.365102,50691.13265,58114,19753
2016-01-08T02:00:00Z,2016-01-08T03:00:00+0100,12.11,0,21151,-1,2140,15,19.86,2367.531774,51086.37755,56163,19651
2016-01-08T03:00:00Z,2016-01-08T04:00:00+0100,12.99,0,21512,-1,1833,15,20.17,2382.885248,52307.69388,56499,19919
2016-01-08T04:00:00Z,2016-01-08T05:00:00+0100,16.98,0,22226,-1,1635,18.14,20.73,2431.250014,55705.60204,60443,20542
2016-01-08T05:00:00Z,2016-01-08T06:00:00+0100,22.02,0,23292,-1,1438,25.21,22.02,2418.109459,63153.04082,67628,22192
2016-01-08T06:00:00Z,2016-01-08T07:00:00+0100,28.4,0,23588,-1,1432,36.46,29.91,2437.575658,69798.94898,73314,23812
2016-01-08T07:00:00Z,2016-01-08T08:00:00+0100,29.31,339,23947,0,1443,39.53,43.16,2470.316117,72342.64286,73106,24333
2016-01-08T08:00:00Z,2016-01-08T09:00:00+0100,26.6,2815,23575,129,1486,37.69,43.71,2367.804564,72119.70408,72925,24391
2016-01-08T09:00:00Z,2016-01-08T10:00:00+0100,25.55,6242,22972,507,1482,37.66,43.43,2244.682015,72345.08163,72402,24509
2016-01-08T10:00:00Z,2016-01-08T11:00:00+0100,25.76,8735,22667,1025,1302,36.91,36.95,2082.871137,72913.53061,72290,24471
2016-01-08T11:00:00Z,2016-01-08T12:00:00+0100,25.13,9116,21375,1212,1120,36.13,32.27,1971.730199,71987.15306,71404,24348
2016-01-08T12:00:00Z,2016-01-08T13:00:00+0100,25.58,7362,19450,1162,1054,36.13,26.78,1961.858328,70416.79592,69395,24094
2016-01-08T13:00:00Z,2016-01-08T14:00:00+0100,27.6,4492,17252,1110,932,32.99,27.6,1935.750584,68798.34694,67124,23901
2016-01-08T14:00:00Z,2016-01-08T15:00:00+0100,32.08,1750,15394,706,878,32.08,32.08,1875.428139,68275.23469,65829,24083
2016-01-08T15:00:00Z,2016-01-08T16:00:00+0100,37.16,118,15151,326,942,37.16,38.07,1822.153559,69386.62245,65938,24227
2016-01-08T16:00:00Z,2016-01-08T17:00:00+0100,45,0,14606,38,1097,45,46.16,1701.037897,73070.22449,71010,24124
2016-01-08T17:00:00Z,2016-01-08T18:00:00+0100,46.97,0,13394,0,1284,46.97,46.97,1573.243278,72545.2449,73094,23607
2016-01-08T18:00:00Z,2016-01-08T19:00:00+0100,40.09,0,12392,-1,1281,40.09,40.09,1405.346627,70134.41837,70507,22837
2016-01-08T19:00:00Z,2016-01-08T20:00:00+0100,34.61,0,11230,-1,1260,34.61,28.57,1249.176373,65790.83673,66273,21926
2016-01-08T20:00:00Z,2016-01-08T21:00:00+0100,31.52,0,9941,-1,1404,31.52,25.09,1126.169939,62528.13265,63184,21130
2016-01-08T21:00:00Z,2016-01-08T22:00:00+0100,32.5,0,8688,-1,1442,32.5,24.32,1034.813123,60332.28571,65670,20366
